,city,lat,lng,country,Temperature,Humidity_pct,Cloudiness_pct,Windspeed
12885,Sechura,-5.5576,-80.8223,Peru,301.31,55.0,49.0,6.43
898,Natal,-5.795,-35.2089,Brazil,302.15,61.0,20.0,7.2
21897,Kiunga,-6.1167,141.3,Papua New Guinea,296.3,97.0,100.0,0.85
10314,Soio,-6.1296,12.37,Angola,300.18,84.0,100.0,3.48
5324,Kabinda,-6.1296,24.48,Congo (Kinshasa),293.2,89.0,18.0,0.77
7771,Tocantinópolis,-6.3196,-47.42,Brazil,301.22,79.0,80.0,0.66
17863,Brejo do Cruz,-6.3258,-37.4972,Brazil,305.18,39.0,90.0,10.08
680,Bogor,-6.6,106.8,Indonesia,298.13,93.0,100.0,0.45
8648,Taro,-6.7111,156.3972,Solomon Islands,298.15,94.0,40.0,1.54
16722,Karema,-6.8162,30.4333,Tanzania,295.57,82.0,99.0,1.08
1878,Sukabumi,-6.9197,106.9272,Indonesia,298.71,98.0,100.0,1.3
840,Natal,-6.9838,-60.2699,Brazil,302.15,61.0,20.0,7.2
2815,Mwene-Ditu,-7.0,23.45,Congo (Kinshasa),293.02,94.0,1.0,1.1
12222,Juanjuí,-7.1802,-76.7265,Peru,304.15,66.0,75.0,2.57
2138,Crato,-7.4639,-63.04,Brazil,300.82,48.0,32.0,0.25
5278,Uíge,-7.62,15.05,Angola,293.39,92.0,71.0,0.35
11221,Ifakara,-8.1296,36.68,Tanzania,297.25,76.0,82.0,1.06
4386,Raba,-8.4614,118.747,Indonesia,287.45,88.0,0.0,1.54
18671,Cortês,-8.47,-35.5436,Brazil,297.92,73.0,25.0,5.01
8033,Gleno,-8.7239,125.4361,Timor-Leste,294.4,88.0,100.0,2.34
6513,Popondetta,-8.7656,148.2347,Papua New Guinea,297.4,91.0,20.0,1.03
1375,Chimbote,-9.0745,-78.5936,Peru,297.31,61.0,82.0,4.07
7654,Daru,-9.0833,143.2,Papua New Guinea,298.57,88.0,99.0,5.28
12128,Bukama,-9.2,25.8333,Congo (Kinshasa),294.64,86.0,80.0,0.31
4016,Huaraz,-9.5333,-77.5333,Peru,288.32,53.0,100.0,2.26
5975,Karonga,-9.9329,33.9333,Malawi,297.36,76.0,91.0,2.09
8608,Kirakira,-10.4544,161.9205,Solomon Islands,299.78,82.0,100.0,4.26
12904,Pativilca,-10.6996,-77.8,Peru,296.75,64.0,93.0,3.34
12404,Guayaramerín,-10.8267,-65.3567,Bolivia,299.15,83.0,75.0,4.12
6159,Tucano,-10.9582,-38.7908,Brazil,303.08,49.0,52.0,3.56
10088,Riberalta,-10.983,-66.1,Bolivia,300.12,91.0,99.0,2.0
14205,Brasiléia,-11.01,-68.7478,Brazil,305.15,66.0,75.0,1.54
3782,Mansa,-11.1822,28.8833,Zambia,281.8,92.0,0.0,2.24
9916,Huaral,-11.5,-77.2167,Peru,298.15,65.0,0.0,2.57
6484,Pimenta Bueno,-11.64,-61.21,Brazil,303.87,74.0,98.0,1.39
9675,Chosica,-11.9431,-76.7094,Peru,297.57,65.0,0.0,2.57
3418,Chingola,-12.5447,27.8708,Zambia,290.27,94.0,50.0,1.21
25881,Weipa,-12.6167,141.8667,Australia,299.15,89.0,90.0,2.57
5196,Nkhotakota,-12.9163,34.3,Malawi,297.55,75.0,100.0,2.39
1304,Ndola,-12.9683,28.6337,Zambia,293.71,85.0,99.0,1.34
269,Salvador,-12.9708,-38.5108,Brazil,302.13,39.0,0.0,3.6
2935,Ayacucho,-13.1631,-74.2244,Peru,293.15,45.0,75.0,3.09
6512,Santa Maria da Vitória,-13.39,-44.21,Brazil,300.95,67.0,52.0,0.81
9293,Safotu,-13.4513,-172.4018,Samoa,299.15,94.0,75.0,1.54
9288,Asau,-13.5196,-172.6378,Samoa,283.15,62.0,0.0,5.66
5739,Jaguaquara,-13.53,-39.97,Brazil,294.86,94.0,71.0,3.21
20024,Santiago,-14.1896,-75.74,Peru,303.31,31.0,0.0,3.6
11662,Sambava,-14.2662,50.1666,Madagascar,298.17,89.0,72.0,3.34
16968,Puquio,-14.6939,-74.1241,Peru,287.87,63.0,96.0,4.74
7689,Ntcheu,-14.8167,34.6333,Malawi,292.17,93.0,94.0,0.48
10118,Cuamba,-14.82,36.5486,Mozambique,295.07,94.0,100.0,0.96
15052,Antsohihy,-14.8661,47.9834,Madagascar,297.71,92.0,100.0,0.96
8926,Lubango,-14.9167,13.5,Angola,290.75,56.0,0.0,0.81
16704,Mapiri,-15.3097,-68.2161,Bolivia,298.75,67.0,100.0,1.23
4434,Zomba,-15.3833,35.3333,Malawi,293.01,95.0,94.0,1.44
8777,Neno,-15.3981,34.6534,Malawi,293.85,92.0,100.0,0.2
431,Lusaka,-15.4167,28.2833,Zambia,292.05,88.0,88.0,2.22
12187,Maroantsetra,-15.4333,49.7333,Madagascar,298.05,86.0,100.0,1.26
1217,Cuiabá,-15.5958,-56.0969,Brazil,305.15,58.0,75.0,6.17
12744,Canavieiras,-15.675,-38.9472,Brazil,302.15,74.0,20.0,3.6
6590,Itaberaí,-16.02,-49.81,Brazil,298.32,88.0,96.0,1.61
25959,Coroico,-16.1833,-67.7333,Bolivia,287.15,51.0,75.0,2.57
15042,Juli,-16.2125,-69.4603,Peru,284.64,60.0,73.0,4.0
6333,Iporá,-16.45,-51.13,Brazil,300.48,80.0,100.0,1.38
3269,Rondonópolis,-16.4695,-54.64,Brazil,305.31,53.0,98.0,2.27
14100,Kariba,-16.5333,28.8,Zimbabwe,296.38,87.0,70.0,1.53
13316,Viacha,-16.6333,-68.2833,Bolivia,287.15,51.0,75.0,2.57
525,Goiânia,-16.6789,-49.2539,Brazil,304.15,48.0,40.0,3.09
1732,Montes Claros,-16.7322,-43.8636,Brazil,303.15,45.0,75.0,2.57
26430,Besalampy,-16.7495,44.4833,Madagascar,298.24,91.0,100.0,2.76
5946,Cristalina,-16.7677,-47.6153,Brazil,295.15,90.0,52.0,2.32
13864,Karoi,-16.8196,29.68,Zimbabwe,292.09,94.0,99.0,1.45
13470,Mollendo,-17.0167,-72.0167,Peru,295.93,70.0,81.0,3.09
7906,Ondjiva,-17.0667,15.7333,Angola,298.6,40.0,78.0,2.22
14666,Patacamaya,-17.2333,-67.9167,Bolivia,286.7,58.0,100.0,5.24
5424,Lautoka,-17.6242,177.4528,Fiji,300.15,89.0,75.0,1.54
26049,Burketown,-17.7167,139.5667,Australia,302.34,76.0,96.0,4.68
7999,Kasane,-17.7983,25.1536,Botswana,293.27,94.0,80.0,1.36
5406,Rio Verde,-17.8196,-50.93,Brazil,305.48,19.0,0.0,2.09
5160,Rundu,-17.9167,19.7667,Namibia,295.89,61.0,100.0,1.03
1786,Chitungwiza,-18.0,31.1,Zimbabwe,292.04,84.0,50.0,0.45
25983,Halls Creek,-18.23,127.67,Australia,298.02,78.0,100.0,7.17
13506,Llallagua,-18.4231,-66.5856,Bolivia,285.02,63.0,81.0,6.63
3381,Patos de Minas,-18.5871,-46.5149,Brazil,300.37,68.0,88.0,0.7
4836,São Mateus,-18.7201,-39.8589,Brazil,299.22,73.0,7.0,3.98
2658,Sete Lagoas,-19.4496,-44.25,Brazil,305.19,40.0,40.0,3.6
2829,Potosí,-19.5833,-65.75,Bolivia,285.77,62.0,21.0,4.25
26396,Nokaneng,-19.6696,22.27,Botswana,295.24,84.0,100.0,1.51
2711,Divinópolis,-20.1495,-44.9,Brazil,298.48,79.0,90.0,1.93
784,Port Louis,-20.1667,57.5,Mauritius,299.21,78.0,40.0,5.14
25175,Aramina,-20.1672,-47.8265,Brazil,301.15,65.0,40.0,6.69
2849,Iquique,-20.2141,-70.1524,Chile,297.15,57.0,0.0,5.66
18798,Palestina,-20.39,-49.4328,Brazil,285.86,88.0,40.0,1.54
9638,Votuporanga,-20.4228,-49.9728,Brazil,301.99,68.0,100.0,2.95
906,Campo Grande,-20.4686,-54.6222,Brazil,297.15,88.0,75.0,2.06
15254,Nova Granada,-20.5339,-49.3139,Brazil,301.15,61.0,75.0,1.54
3935,Barretos,-20.5569,-48.5678,Brazil,299.77,83.0,99.0,1.64
13993,Pereira Barreto,-20.6383,-51.1092,Brazil,302.64,72.0,94.0,3.31
11010,Olímpia,-20.7369,-48.915,Brazil,301.15,61.0,75.0,1.54
22120,Macaubal,-20.8058,-49.9639,Brazil,301.15,61.0,75.0,1.54
20068,Cajobi,-20.88,-48.8089,Brazil,301.15,61.0,75.0,1.54
23800,Nova Aliança,-21.0158,-49.4958,Brazil,301.15,61.0,75.0,1.54
25005,Taiuva,-21.1239,-48.4519,Brazil,298.81,85.0,100.0,1.69
12032,Villamontes,-21.2647,-63.4586,Bolivia,301.69,46.0,97.0,2.74
15520,Pradópolis,-21.3594,-48.0656,Brazil,305.15,45.0,40.0,4.12
22430,Bilac,-21.4033,-50.4706,Brazil,301.85,72.0,54.0,4.07
2887,Fianarantsoa,-21.4333,47.0833,Madagascar,292.45,93.0,100.0,1.94
25164,Sabino,-21.46,-49.5778,Brazil,302.42,73.0,96.0,2.11
2951,Tarija,-21.5317,-64.7311,Bolivia,293.15,60.0,75.0,2.57
18142,Luís Antônio,-21.555,-47.7044,Brazil,305.51,45.0,40.0,4.12
1409,Juiz de Fora,-21.7642,-43.3503,Brazil,299.15,65.0,75.0,3.6
9681,São João da Boa Vista,-21.9689,-46.7978,Brazil,298.15,73.0,0.0,1.47
15163,Santo Anastácio,-21.9769,-51.6519,Brazil,303.15,58.0,40.0,4.12
17553,Boa Esperança do Sul,-21.9925,-48.3908,Brazil,299.77,84.0,100.0,0.84
14227,Álvares Machado,-22.0789,-51.4719,Brazil,303.15,58.0,40.0,4.12
13518,Villazón,-22.091,-65.596,Bolivia,289.39,56.0,93.0,7.32
2437,Marília,-22.2139,-49.9458,Brazil,299.63,84.0,80.0,3.21
17981,Quatá,-22.2475,-50.6983,Brazil,299.21,85.0,100.0,3.15
13668,Conchal,-22.33,-47.1728,Brazil,306.15,49.0,40.0,4.12
26013,Winton,-22.3913,143.0381,Australia,285.04,66.0,1.0,2.57
9636,Mogi Mirim,-22.4319,-46.9578,Brazil,304.82,49.0,40.0,4.12
3252,Calama,-22.4624,-68.9272,Chile,299.15,17.0,0.0,12.35
2031,Limeira,-22.5647,-47.4017,Brazil,304.09,58.0,20.0,2.57
17859,Maracaí,-22.6106,-50.6672,Brazil,301.12,79.0,100.0,2.36
24314,Silveiras,-22.6639,-44.8528,Brazil,306.15,46.0,40.0,2.06
22351,Monte Alegre do Sul,-22.68,-46.68,Brazil,303.15,58.0,20.0,2.57
25905,Tom Price,-22.6939,117.795,Australia,294.15,78.0,100.0,2.57
4014,Guaratinguetá,-22.8167,-45.2278,Brazil,306.15,46.0,40.0,2.06
22257,Saltinho,-22.8469,-47.6769,Brazil,303.15,58.0,20.0,2.57
13777,Piracaia,-23.0539,-46.3581,Brazil,304.48,51.0,20.0,5.14
21913,Pereiras,-23.0761,-47.9758,Brazil,306.15,49.0,40.0,4.12
26378,Mejillones,-23.1,-70.45,Chile,294.15,68.0,20.0,6.69
11152,Mahalapye,-23.1041,26.8142,Botswana,295.5,83.0,100.0,2.25
15492,Yeppoon,-23.1333,150.7333,Australia,295.15,88.0,2.0,4.64
1071,São José dos Campos,-23.1789,-45.8869,Brazil,305.15,43.0,20.0,3.6
3996,Várzea Paulista,-23.2108,-46.8278,Brazil,303.82,51.0,75.0,6.17
3110,Itu,-23.2642,-47.2992,Brazil,303.15,58.0,20.0,2.57
4577,Mairiporã,-23.3189,-46.5869,Brazil,303.81,51.0,20.0,5.14
16849,Horqueta,-23.3396,-57.05,Paraguay,300.6,64.0,69.0,3.58
4117,Toliara,-23.35,43.6667,Madagascar,300.78,79.0,48.0,0.29
25866,Newman,-23.3539,119.7319,Australia,285.77,47.0,0.0,4.92
4085,Tatuí,-23.3556,-47.8569,Brazil,300.74,76.0,53.0,3.06
15722,Paranapanema,-23.3886,-48.7228,Brazil,301.22,72.0,37.0,3.07
4746,Concepción,-23.4025,-57.4414,Paraguay,289.15,88.0,90.0,7.2
543,Guarulhos,-23.4667,-46.5333,Brazil,304.0,51.0,20.0,5.14
19362,Belén,-23.4695,-57.24,Paraguay,298.15,61.0,1.0,1.54
15642,Capela do Alto,-23.4706,-47.7347,Brazil,301.28,74.0,51.0,3.12
1050,Osasco,-23.5328,-46.7919,Brazil,303.48,51.0,75.0,6.17
2817,Ferraz de Vasconcelos,-23.5411,-46.3689,Brazil,303.78,51.0,20.0,5.14
4174,Caraguatatuba,-23.62,-45.4128,Brazil,305.15,43.0,20.0,3.6
2521,Polokwane,-23.9,29.45,South Africa,294.15,88.0,95.0,2.06
10720,San Pedro,-24.2196,-64.87,Argentina,298.63,73.0,20.0,1.03
16595,Itariri,-24.2888,-47.1332,Brazil,303.28,68.0,86.0,1.59
26298,Villa del Rosario,-24.4196,-57.1,Paraguay,304.15,51.0,40.0,5.66
7331,Villa Hayes,-25.09,-57.53,Paraguay,302.15,51.0,40.0,7.72
2033,Ponta Grossa,-25.09,-50.16,Brazil,296.04,93.0,72.0,3.49
4735,Coronel Oviedo,-25.45,-56.44,Paraguay,299.11,76.0,10.0,2.31
11383,Irati,-25.4672,-50.6511,Brazil,296.25,96.0,8.0,1.54
11835,Itá,-25.5096,-57.36,Paraguay,302.15,51.0,40.0,7.72
1981,Ciudad del Este,-25.5167,-54.6167,Paraguay,300.15,65.0,40.0,3.09
12887,Yaguarón,-25.5621,-57.284,Paraguay,302.15,51.0,40.0,7.72
732,Pretoria,-25.7464,28.1881,South Africa,292.37,94.0,100.0,1.54
2517,Formosa,-26.1847,-58.1758,Argentina,302.15,51.0,40.0,8.23
25984,Trancas,-26.2167,-65.2833,Argentina,296.35,64.0,88.0,2.16
25911,Charleville,-26.4016,146.2383,Australia,300.15,54.0,100.0,6.69
8297,Siteki,-26.45,31.95,Swaziland,291.15,48.0,100.0,2.57
20108,Bethanie,-26.4995,17.15,Namibia,301.12,17.0,0.0,5.23
23393,Roma,-26.5733,148.7869,Australia,274.12,55.0,1.0,4.63
26450,Quilpie,-26.6161,144.2675,Australia,299.83,62.0,100.0,9.6
24652,Palmwoods,-26.6883,152.9597,Australia,293.86,96.0,75.0,0.83
9527,Vanderbijlpark,-26.6992,27.8356,South Africa,290.73,97.0,100.0,1.67
23671,Chinchilla,-26.7397,150.625,Australia,293.37,80.0,23.0,5.59
5099,Caçador,-26.7753,-51.015,Brazil,293.53,68.0,37.0,2.6
1881,Itajaí,-26.8996,-48.68,Brazil,300.15,83.0,75.0,2.06
1968,Blumenau,-26.9189,-49.0658,Brazil,304.26,59.0,21.0,0.89
13677,Caboolture,-27.0667,152.967,Australia,293.33,98.0,100.0,0.79
312,Brisbane,-27.4678,153.0281,Australia,293.98,88.0,40.0,2.57
1766,Corrientes,-27.4833,-58.8167,Argentina,301.04,50.0,75.0,9.26
24136,Karasburg,-28.0172,18.7478,Namibia,299.08,25.0,0.0,7.12
20835,Currumbin,-28.158,153.469,Australia,294.4,88.0,40.0,1.54
20517,Tweed Heads,-28.1833,153.55,Australia,294.39,88.0,40.0,1.54
3966,Upington,-28.4572,21.2425,South Africa,300.15,26.0,0.0,3.09
26360,Huasco,-28.4696,-71.22,Chile,291.23,77.0,72.0,3.86
19063,Casino,-28.8483,153.0511,Australia,291.52,94.0,92.0,2.06
5649,Leribe,-28.8734,28.0416,Lesotho,287.44,90.0,0.0,0.44
8036,Mokhotlong,-29.2885,29.0656,Lesotho,285.62,82.0,4.0,1.18
19693,Springbok,-29.6667,17.8833,South Africa,290.4,58.0,0.0,1.78
2526,La Serena,-29.9027,-71.252,Chile,292.15,72.0,40.0,6.17
4909,Cachoeira do Sul,-30.03,-52.91,Brazil,296.04,77.0,1.0,3.91
6700,Mohale’s Hoek,-30.159,27.48,Lesotho,290.08,82.0,0.0,1.41
11527,Aliwal North,-30.7,26.7,South Africa,293.46,72.0,2.0,3.2
18350,Colesberg,-30.7167,25.1,South Africa,294.91,63.0,0.0,1.15
25903,Baltasar Brum,-30.73,-57.32,Uruguay,298.35,56.0,0.0,7.38
19490,Capilla del Monte,-30.85,-64.5167,Argentina,300.11,38.0,20.0,4.63
16230,Santa Elena,-30.95,-59.8,Argentina,302.15,65.0,0.0,4.12
26016,Gingin,-31.34,115.91,Australia,288.71,51.0,0.0,11.32
10529,Villa Carlos Paz,-31.4,-64.5167,Argentina,300.76,40.0,0.0,3.58
542,Córdoba,-31.4167,-64.1833,Argentina,301.52,38.0,20.0,4.63
11288,Port Macquarie,-31.4333,152.9,Australia,292.03,99.0,18.0,3.09
26017,Wilcannia,-31.565,143.3678,Australia,299.27,64.0,0.0,9.56
26264,Bullsbrook,-31.663,116.03,Australia,288.3,51.0,0.0,11.32
11234,Villaguay,-31.85,-59.0167,Argentina,300.36,35.0,1.0,6.36
12144,Dubbo,-32.2569,148.6011,Australia,294.15,73.0,90.0,4.12
5264,Melo,-32.3595,-54.18,Uruguay,295.87,66.0,1.0,5.53
22238,Mandurah,-32.5289,115.7231,Australia,288.71,56.0,0.0,6.55
19082,Mudgee,-32.6125,149.5872,Australia,292.78,88.0,26.0,2.06
13104,Victoria,-32.6167,-60.1667,Argentina,289.74,82.0,6.0,0.45
13726,Marcos Juárez,-32.7,-62.1,Argentina,300.93,48.0,0.0,3.13
18598,Nelson Bay,-32.715,152.1511,Australia,294.98,83.0,0.0,3.09
25439,Puchuncaví,-32.7261,-71.4151,Chile,290.94,82.0,90.0,4.12
18285,Raymond Terrace,-32.7615,151.7441,Australia,295.43,83.0,0.0,3.09
26052,Ivanhoe,-32.8983,144.3,Australia,283.9,87.0,90.0,1.54
6414,Treinta y Tres,-33.2308,-54.3822,Uruguay,294.96,62.0,82.0,6.46
12224,Lampa,-33.2864,-70.8729,Chile,304.26,29.0,0.0,7.2
22347,Collie,-33.363,116.156,Australia,285.37,68.0,0.0,0.45
25873,La Paz,-33.4661,-67.55,Argentina,287.15,51.0,75.0,2.57
14921,Trinidad,-33.5333,-56.8833,Uruguay,302.15,70.0,75.0,4.63
10490,Oudtshoorn,-33.5833,22.2,South Africa,292.15,94.0,40.0,1.03
15772,Port Alfred,-33.6,26.8833,South Africa,292.59,85.0,4.0,1.79
9501,Worcester,-33.645,19.4436,South Africa,274.4,60.0,90.0,4.12
8028,Wentworthville,-33.8233,150.9678,Australia,293.58,94.0,31.0,2.12
7692,Nueva Palmira,-33.87,-58.408,Uruguay,301.15,32.0,0.0,4.12
9709,Pergamino,-33.8836,-60.5669,Argentina,301.28,36.0,0.0,0.89
6911,Carmelo,-33.9999,-58.2847,Uruguay,301.34,32.0,0.0,4.12
7421,Campbelltown,-34.0733,150.8261,Australia,294.62,93.0,30.0,1.52
5947,Florida,-34.1,-56.2167,Uruguay,291.68,29.0,1.0,3.09
25858,Manjimup,-34.2411,116.1464,Australia,284.26,81.0,1.0,1.66
15107,Griffith,-34.29,146.04,Australia,273.79,93.0,90.0,7.2
25971,Tumby Bay,-34.3667,136.1,Australia,287.0,74.0,2.0,12.75
17999,Bowral,-34.4792,150.4181,Australia,293.7,89.0,41.0,0.45
17012,Bredasdorp,-34.5333,20.0417,South Africa,293.15,73.0,97.0,3.09
22476,Cootamundra,-34.6417,148.025,Australia,293.71,82.0,87.0,2.68
4192,Castelar,-34.65,-58.65,Argentina,301.89,35.0,0.0,2.68
11032,Mercedes,-34.65,-59.4333,Argentina,300.74,43.0,0.0,2.68
4922,Las Piedras,-34.7167,-56.2167,Uruguay,297.06,53.0,0.0,8.23
3197,José María Ezeiza,-34.8333,-58.5167,Argentina,301.67,34.0,0.0,3.09
14201,Lincoln,-34.85,-61.5167,Argentina,269.92,54.0,1.0,9.77
2856,La Plata,-34.9333,-57.95,Argentina,301.17,38.0,0.0,0.89
16393,Mount Barker,-35.0667,138.85,Australia,285.33,79.0,2.0,4.2
23025,Kerikeri,-35.2244,173.9514,New Zealand,294.82,75.0,17.0,1.34
12207,Constitución,-35.3296,-72.42,Chile,293.26,70.0,15.0,2.82
18931,Swan Hill,-35.3333,143.55,Australia,296.63,74.0,37.0,8.38
14544,Veinticinco de Mayo,-35.4167,-60.1667,Argentina,301.48,65.0,0.0,1.34
10813,General Pico,-35.6667,-63.7333,Argentina,307.07,12.0,0.0,2.79
22030,Kyabram,-36.3167,145.05,Australia,295.93,71.0,84.0,0.45
13624,Chillán Viejo,-36.6229,-72.1317,Chile,309.15,20.0,0.0,3.6
13860,Pukekohe East,-37.195,174.9481,New Zealand,293.15,77.0,75.0,2.06
24688,Tuakau,-37.2667,174.95,New Zealand,292.2,77.0,75.0,2.06
21986,Ngaruawahia,-37.668,175.147,New Zealand,290.93,60.0,87.0,1.34
14816,Bacchus Marsh,-37.675,144.4389,Australia,294.67,79.0,97.0,0.89
3666,Tauranga,-37.6858,176.1667,New Zealand,291.65,59.0,66.0,2.24
16293,Catriel,-37.8778,-67.7917,Argentina,306.75,12.0,0.0,5.62
16767,Collipulli,-37.96,-72.43,Chile,313.15,9.0,0.0,4.12
17403,Warragul,-38.15,145.9333,Australia,292.04,92.0,80.0,0.89
15771,Mount Eliza,-38.189,145.092,Australia,294.65,80.0,95.0,1.34
19494,Portland,-38.3333,141.6,Australia,279.43,76.0,90.0,2.57
20199,Lonquimay,-38.4333,-71.2333,Chile,308.34,10.0,0.0,4.62
24618,Leongatha,-38.4833,145.95,Australia,292.04,92.0,100.0,0.89
12892,Zapala,-38.9028,-70.065,Argentina,301.4,15.0,0.0,8.05
16540,Feilding,-40.225,175.565,New Zealand,287.78,76.0,73.0,2.68
17907,Waikanae,-40.876,175.064,New Zealand,289.56,65.0,89.0,3.06
13212,Paraparaumu,-40.9167,175.0167,New Zealand,289.28,66.0,95.0,3.47
23317,Wynyard,-41.0,145.7167,Australia,291.48,93.0,100.0,3.58
755,Wellington,-41.2889,174.7772,New Zealand,286.61,72.0,90.0,9.26
25992,Oatlands,-42.2996,147.3666,Australia,288.71,91.0,99.0,2.24
25906,Hokitika,-42.7167,170.9667,New Zealand,290.85,52.0,11.0,1.58
4125,Puerto Madryn,-42.773,-65.0366,Argentina,305.59,18.0,0.0,11.85
9591,Trelew,-43.2533,-65.3094,Argentina,312.14,9.0,0.0,5.43
1690,Christchurch,-43.5309,172.6365,New Zealand,286.22,66.0,90.0,2.06
23923,Lincoln,-43.64,172.486,New Zealand,269.92,54.0,1.0,9.77
3858,Dunedin,-45.8667,170.5,New Zealand,285.37,69.0,26.0,9.83
7377,Mosgiel,-45.875,170.348,New Zealand,285.37,69.0,40.0,9.83
20530,Glencoe,-46.192,168.646,New Zealand,290.37,96.0,100.0,1.22
15819,Puerto Natales,-51.7263,-72.5062,Chile,295.15,35.0,20.0,11.83
